"Nome da conta","Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio",Anúncios,Idade,Gênero,Dia,"Identificação da conta","Identificação da campanha","Identificação do conjunto de anúncios","Identificação do anúncio",Alcance,Impressões,Frequência,Moeda,"Valor usado (BRL)",Compras,"Custo por compra","Valor de conversão da compra","Cliques no link","CPC (custo por clique no link)","Cliques (todos)","CPC (todos)","CPM (custo por 1.000 impressões)","CTR (todos)",Visualizações,"Taxa de compras por visualizações da página de destino","Custo por 1.000 contas da Central de Contas alcançadas","Veiculação do anúncio","Veiculação do conjunto de anúncios","Veiculação da campanha","Início dos relatórios","Término dos relatórios"
"CONTA DE ADS - CHEGA JUNTO","[ABO CONVERSÃO PPES] - TESTE ADS 03.10","03- ESTADO [ES -MG- RJ]  - 18 A 44 ANOS","IMAGEM 3 - PPES - 03.10","IMAGEM 3 - PPES - 03.10",45-54,female,2025-10-08,103891466123901,120238018234700385,120238018630660385,120238018630650385,5,5,1,BRL,0.09,,,,,,0,0,18,0,,0,18,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",65+,female,2025-10-08,103891466123901,120237514916220385,120237514996370385,120237514996380385,3,3,1,BRL,0.02,,,,,,0,0,6.66666667,0,,0,6.66666667,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",18-24,male,2025-10-08,103891466123901,120237514916220385,120237839739530385,120237839739520385,73,92,1.26027397,BRL,0.67,,,,1,0.67,2,0.335,7.2826087,2.17391304,,0,9.17808219,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",55-64,male,2025-10-08,103891466123901,120237514916220385,120237514996370385,120237514996380385,12,13,1.08333333,BRL,0.12,,,,,,0,0,9.23076923,0,,0,10,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","[ABO CONVERSÃO PPES] - TESTE ADS 03.10","03- ESTADO [ES -MG- RJ]  - 18 A 44 ANOS","IMAGEM 3 - PPES - 03.10","IMAGEM 3 - PPES - 03.10",55-64,female,2025-10-08,103891466123901,120238018234700385,120238018630660385,120238018630650385,1,1,1,BRL,0.03,,,,,,0,0,30,0,,0,30,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","[CBO CONVERSÃO PPES] - CAMPEÃO 06.10","03- ESTADO [ES -MG- RJ]  - 18 A 44 ANOS","IMAGEM 3 - PPES - 03.10","IMAGEM 3 - PPES - 03.10",65+,female,2025-10-08,103891466123901,120238235098310385,120238235098340385,120238235098290385,2,3,1.5,BRL,0.04,,,,,,0,0,13.33333333,0,,0,20,active,active,active,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","[ABO CONVERSÃO PPES] - TESTE ADS 03.10","03- ESTADO [ES -MG- RJ]  - 18 A 44 ANOS","IMAGEM 3 - PPES - 03.10","IMAGEM 3 - PPES - 03.10",55-64,male,2025-10-08,103891466123901,120238018234700385,120238018630660385,120238018630650385,8,10,1.25,BRL,0.24,,,,1,0.24,2,0.12,24,20,,0,30,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PPMG - CAMPEÃO 06/10","02- ESTADOS MG  - 18 A 44 ANOS — Cópia","NOVA IMAGEM 2 - PPMG","NOVA IMAGEM 2 - PPMG",25-34,male,2025-10-08,103891466123901,120238235047260385,120238235047290385,120238235047280385,423,509,1.20330969,BRL,4.01,,,,5,0.802,10,0.401,7.87819253,1.96463654,,0,9.47990544,active,active,active,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",35-44,female,2025-10-08,103891466123901,120237514916220385,120237839739530385,120237839739520385,46,49,1.06521739,BRL,0.7,,,,,,1,0.7,14.28571429,2.04081633,,0,15.2173913,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PPMG - NOVOS CRIATIVOS 03/10 — Cópia","02- ESTADOS MG  - 18 A 44 ANOS — Cópia","NOVA IMAGEM 2 - PPMG","NOVA IMAGEM 2 - PPMG",35-44,male,2025-10-08,103891466123901,120238063002950385,120238063002940385,120238063002910385,184,217,1.17934783,BRL,2.73,,,,1,2.73,2,1.365,12.58064516,0.92165899,,0,14.83695652,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",45-54,male,2025-10-08,103891466123901,120233437699530385,120233437699510385,120233438117660385,106,118,1.11320755,BRL,1.1,,,,1,1.1,2,0.55,9.3220339,1.69491525,,0,10.37735849,active,active,active,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PPMG - NOVOS CRIATIVOS 03/10 — Cópia","02- ESTADOS MG  - 18 A 44 ANOS — Cópia","NOVA IMAGEM 2 - PPMG","NOVA IMAGEM 2 - PPMG",55-64,female,2025-10-08,103891466123901,120238063002950385,120238063002940385,120238063002910385,1,1,1,BRL,0.02,,,,,,0,0,20,0,,0,20,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",45-54,male,2025-10-08,103891466123901,120237514916220385,120237839730460385,120237839730450385,33,37,1.12121212,BRL,0.37,,,,,,0,0,10,0,,0,11.21212121,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",18-24,female,2025-10-08,103891466123901,120237514916220385,120237839739530385,120237839739520385,29,33,1.13793103,BRL,0.17,,,,,,0,0,5.15151515,0,,0,5.86206897,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PCPI - OTIMIZADA 01.10","00-  ESTADOS HOMENS - 25 A 44 ANOS [INSTAGRAM]","IMAGEM  NOVA 3 [campeão]","IMAGEM  NOVA 3 [campeão]",35-44,female,2025-10-08,103891466123901,120237904957610385,120237904957680385,120237904957600385,83,103,1.24096386,BRL,1.38,,,,,,0,0,13.39805825,0,,0,16.62650602,active,active,active,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","[CBO CONVERSÃO PPES] - CAMPEÃO 06.10","03- ESTADO [ES -MG- RJ]  - 18 A 44 ANOS","IMAGEM 3 - PPES - 03.10","IMAGEM 3 - PPES - 03.10",35-44,male,2025-10-08,103891466123901,120238235098310385,120238235098340385,120238235098290385,170,189,1.11176471,BRL,2.66,,,,1,2.66,3,0.88666667,14.07407407,1.58730159,,0,15.64705882,active,active,active,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PPMG - NOVOS CRIATIVOS 03/10 — Cópia","02- ESTADOS MG  - 18 A 44 ANOS — Cópia","NOVA IMAGEM 2 - PPMG","NOVA IMAGEM 2 - PPMG",25-34,female,2025-10-08,103891466123901,120238063002950385,120238063002940385,120238063002910385,281,323,1.14946619,BRL,2.68,,,,2,1.34,10,0.268,8.29721362,3.09597523,,0,9.53736655,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PPMG - NOVOS CRIATIVOS 03/10 — Cópia","02- ESTADOS MG  - 18 A 44 ANOS — Cópia","NOVA IMAGEM 2 - PPMG","NOVA IMAGEM 2 - PPMG",18-24,unknown,2025-10-08,103891466123901,120238063002950385,120238063002940385,120238063002910385,1,1,1,BRL,0.01,,,,,,0,0,10,0,,0,10,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PCPI - OTIMIZADA 01.10","00-  ESTADOS HOMENS - 25 A 44 ANOS [INSTAGRAM]","IMAGEM  NOVA 3 [campeão]","IMAGEM  NOVA 3 [campeão]",25-34,male,2025-10-08,103891466123901,120237904957610385,120237904957680385,120237904957600385,500,584,1.168,BRL,3.22,,,,1,3.22,1,3.22,5.51369863,0.17123288,,0,6.44,active,active,active,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PCPI - OTIMIZADA 01.10","00-  ESTADOS HOMENS - 25 A 44 ANOS [INSTAGRAM]","IMAGEM  NOVA 3 [campeão]","IMAGEM  NOVA 3 [campeão]",65+,male,2025-10-08,103891466123901,120237904957610385,120237904957680385,120237904957600385,7,7,1,BRL,0.03,,,,,,0,0,4.28571429,0,,0,4.28571429,active,active,active,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PCPI - OTIMIZADA 01.10","00-  ESTADOS HOMENS - 25 A 44 ANOS [INSTAGRAM]","IMAGEM  NOVA 3 [campeão]","IMAGEM  NOVA 3 [campeão]",18-24,female,2025-10-08,103891466123901,120237904957610385,120237904957680385,120237904957600385,96,113,1.17708333,BRL,0.49,,,,2,0.245,2,0.245,4.33628319,1.7699115,,0,5.10416667,active,active,active,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PPMG - NOVOS CRIATIVOS 03/10 — Cópia","02- ESTADOS MG  - 18 A 44 ANOS — Cópia","NOVA IMAGEM 2 - PPMG","NOVA IMAGEM 2 - PPMG",45-54,unknown,2025-10-08,103891466123901,120238063002950385,120238063002940385,120238063002910385,1,1,1,BRL,0.02,,,,,,0,0,20,0,,0,20,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","[ABO CONVERSÃO PPES] - TESTE ADS 03.10","03- ESTADO [ES -MG- RJ]  - 18 A 44 ANOS","IMAGEM 3 - PPES - 03.10","IMAGEM 3 - PPES - 03.10",65+,female,2025-10-08,103891466123901,120238018234700385,120238018630660385,120238018630650385,1,1,1,BRL,0,,,,,,0,0,0,0,,0,0,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",55-64,female,2025-10-08,103891466123901,120233437699530385,120233437699510385,120233438117660385,5,6,1.2,BRL,0.02,,,,,,0,0,3.33333333,0,,0,4,active,active,active,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PCPI - OTIMIZADA 01.10","00-  ESTADOS HOMENS - 25 A 44 ANOS [INSTAGRAM]","IMAGEM  NOVA 3 [campeão]","IMAGEM  NOVA 3 [campeão]",45-54,male,2025-10-08,103891466123901,120237904957610385,120237904957680385,120237904957600385,29,30,1.03448276,BRL,0.29,,,,,,0,0,9.66666667,0,,0,10,active,active,active,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",45-54,female,2025-10-08,103891466123901,120233437699530385,120233437699510385,120233438117660385,15,18,1.2,BRL,0.16,,,,,,0,0,8.88888889,0,,0,10.66666667,active,active,active,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",18-24,female,2025-10-08,103891466123901,120237514916220385,120237839730460385,120237839730450385,32,39,1.21875,BRL,0.21,,,,,,0,0,5.38461538,0,,0,6.5625,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",35-44,male,2025-10-08,103891466123901,120237514916220385,120237514996370385,120237514996380385,170,195,1.14705882,BRL,1.95,,,,2,0.975,2,0.975,10,1.02564103,,0,11.47058824,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",35-44,female,2025-10-08,103891466123901,120237514916220385,120237839730460385,120237839730450385,46,52,1.13043478,BRL,0.5,,,,,,1,0.5,9.61538462,1.92307692,,0,10.86956522,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PPMG - NOVOS CRIATIVOS 03/10 — Cópia","02- ESTADOS MG  - 18 A 44 ANOS — Cópia","NOVA IMAGEM 2 - PPMG","NOVA IMAGEM 2 - PPMG",45-54,female,2025-10-08,103891466123901,120238063002950385,120238063002940385,120238063002910385,16,20,1.25,BRL,0.31,1,0.31,17.15,1,0.31,1,0.31,15.5,5,,100,19.375,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",18-24,female,2025-10-08,103891466123901,120237514916220385,120237514996370385,120237514996380385,55,68,1.23636364,BRL,0.37,,,,1,0.37,1,0.37,5.44117647,1.47058824,,0,6.72727273,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",18-24,male,2025-10-08,103891466123901,120237514916220385,120237839730460385,120237839730450385,61,73,1.19672131,BRL,0.39,,,,1,0.39,1,0.39,5.34246575,1.36986301,,0,6.39344262,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",25-34,male,2025-10-08,103891466123901,120237514916220385,120237839739530385,120237839739520385,218,258,1.18348624,BRL,1.69,,,,2,0.845,4,0.4225,6.5503876,1.5503876,,0,7.75229358,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PPMG - NOVOS CRIATIVOS 03/10 — Cópia","02- ESTADOS MG  - 18 A 44 ANOS — Cópia","NOVA IMAGEM 2 - PPMG","NOVA IMAGEM 2 - PPMG",25-34,male,2025-10-08,103891466123901,120238063002950385,120238063002940385,120238063002910385,422,480,1.13744076,BRL,3.53,,,,3,1.17666667,4,0.8825,7.35416667,0.83333333,,0,8.36492891,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 01","IMAGEM ATUALIZADA 01",18-24,male,2025-10-08,103891466123901,120233437699530385,120233437699510385,120233437699540385,1,1,1,BRL,0,,,,,,0,0,0,0,,0,0,active,active,active,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",25-34,female,2025-10-08,103891466123901,120233437699530385,120233437699510385,120233438117660385,374,454,1.21390374,BRL,3.01,,,,1,3.01,3,1.00333333,6.62995595,0.66079295,,0,8.04812834,active,active,active,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",35-44,female,2025-10-08,103891466123901,120237514916220385,120237514996370385,120237514996380385,70,82,1.17142857,BRL,1.19,,,,,,0,0,14.51219512,0,,0,17,not_delivering,not_delivering,inactive,2025-10-08,2025-10-08
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",65+,male,2025-10-07,103891466123901,120237514916220385,120237514996370385,120237514996380385,8,9,1.125,BRL,0.07,,,,,,0,0,7.77777778,0,,0,8.75,not_delivering,not_delivering,inactive,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PPMG - CAMPEÃO 06/10","02- ESTADOS MG  - 18 A 44 ANOS — Cópia","NOVA IMAGEM 2 - PPMG","NOVA IMAGEM 2 - PPMG",35-44,male,2025-10-07,103891466123901,120238235047260385,120238235047290385,120238235047280385,158,199,1.25949367,BRL,3.46,,,,4,0.865,6,0.57666667,17.38693467,3.01507538,,0,21.89873418,active,active,active,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","[CBO CONVERSÃO PPES] - CAMPEÃO 06.10","03- ESTADO [ES -MG- RJ]  - 18 A 44 ANOS","IMAGEM 3 - PPES - 03.10","IMAGEM 3 - PPES - 03.10",35-44,male,2025-10-07,103891466123901,120238235098310385,120238235098340385,120238235098290385,210,245,1.16666667,BRL,3.87,,,,3,1.29,7,0.55285714,15.79591837,2.85714286,,0,18.42857143,active,active,active,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",25-34,male,2025-10-07,103891466123901,120233437699530385,120233437699510385,120233438117660385,623,784,1.25842697,BRL,5.16,,,,4,1.29,7,0.73714286,6.58163265,0.89285714,,0,8.28250401,active,active,active,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PPMG - CAMPEÃO 06/10","02- ESTADOS MG  - 18 A 44 ANOS — Cópia","NOVA IMAGEM 2 - PPMG","NOVA IMAGEM 2 - PPMG",65+,female,2025-10-07,103891466123901,120238235047260385,120238235047290385,120238235047280385,4,6,1.5,BRL,0.1,,,,,,0,0,16.66666667,0,,0,25,active,active,active,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","[CBO CONVERSÃO PPES] - CAMPEÃO 06.10","03- ESTADO [ES -MG- RJ]  - 18 A 44 ANOS","IMAGEM 3 - PPES - 03.10","IMAGEM 3 - PPES - 03.10",18-24,male,2025-10-07,103891466123901,120238235098310385,120238235098340385,120238235098290385,97,111,1.1443299,BRL,0.84,,,,1,0.84,1,0.84,7.56756757,0.9009009,,0,8.65979381,active,active,active,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",18-24,male,2025-10-07,103891466123901,120233437699530385,120233437699510385,120233438117660385,135,154,1.14074074,BRL,0.73,,,,,,0,0,4.74025974,0,,0,5.40740741,active,active,active,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PCPI - OTIMIZADA 01.10","00-  ESTADOS HOMENS - 25 A 44 ANOS [INSTAGRAM]","IMAGEM  NOVA 3 [campeão]","IMAGEM  NOVA 3 [campeão]",35-44,male,2025-10-07,103891466123901,120237904957610385,120237904957680385,120237904957600385,205,244,1.1902439,BRL,2.5,,,,1,2.5,1,2.5,10.24590164,0.40983607,,0,12.19512195,active,active,active,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",35-44,male,2025-10-07,103891466123901,120237514916220385,120237514996370385,120237514996380385,155,188,1.21290323,BRL,2.03,,,,3,0.67666667,6,0.33833333,10.79787234,3.19148936,,0,13.09677419,not_delivering,not_delivering,inactive,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",35-44,male,2025-10-07,103891466123901,120233437699530385,120233437699510385,120233438117660385,373,476,1.27613941,BRL,4.78,2,2.39,34.3,7,0.68285714,9,0.53111111,10.04201681,1.8907563,,40,12.8150134,active,active,active,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","[ABO CONVERSÃO PPES] - TESTE ADS 03.10","03- ESTADO [ES -MG- RJ]  - 18 A 44 ANOS","IMAGEM 3 - PPES - 03.10","IMAGEM 3 - PPES - 03.10",35-44,male,2025-10-07,103891466123901,120238018234700385,120238018630660385,120238018630650385,157,183,1.1656051,BRL,3.19,,,,5,0.638,7,0.45571429,17.43169399,3.82513661,,0,20.31847134,not_delivering,not_delivering,inactive,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",55-64,male,2025-10-07,103891466123901,120237514916220385,120237839730460385,120237839730450385,1,1,1,BRL,0,,,,,,0,0,0,0,,0,0,not_delivering,not_delivering,inactive,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","CBO CONVERSÃO PCPI - OTIMIZADA 01.10","00-  ESTADOS HOMENS - 25 A 44 ANOS [INSTAGRAM]","IMAGEM  NOVA 3 [campeão]","IMAGEM  NOVA 3 [campeão]",18-24,male,2025-10-07,103891466123901,120237904957610385,120237904957680385,120237904957600385,122,150,1.2295082,BRL,0.82,,,,,,0,0,5.46666667,0,,0,6.72131148,active,active,active,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",18-24,male,2025-10-07,103891466123901,120237514916220385,120237514996370385,120237514996380385,61,73,1.19672131,BRL,0.49,,,,,,0,0,6.71232877,0,,0,8.03278689,not_delivering,not_delivering,inactive,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",65+,male,2025-10-07,103891466123901,120233437699530385,120233437699510385,120233438117660385,19,24,1.26315789,BRL,0.09,,,,,,0,0,3.75,0,,0,4.73684211,active,active,active,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",35-44,male,2025-10-07,103891466123901,120237514916220385,120237839730460385,120237839730450385,101,110,1.08910891,BRL,1.67,,,,,,0,0,15.18181818,0,,0,16.53465347,not_delivering,not_delivering,inactive,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",45-54,male,2025-10-07,103891466123901,120237514916220385,120237839730460385,120237839730450385,23,24,1.04347826,BRL,0.28,,,,1,0.28,1,0.28,11.66666667,4.16666667,,0,12.17391304,not_delivering,not_delivering,inactive,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",18-24,male,2025-10-07,103891466123901,120237514916220385,120237839739530385,120237839739520385,40,48,1.2,BRL,0.41,,,,,,0,0,8.54166667,0,,0,10.25,not_delivering,not_delivering,inactive,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",55-64,male,2025-10-07,103891466123901,120233437699530385,120233437699510385,120233438117660385,9,10,1.11111111,BRL,0.16,,,,,,0,0,16,0,,0,17.77777778,active,active,active,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 01","IMAGEM ATUALIZADA 01",25-34,male,2025-10-07,103891466123901,120233437699530385,120233437699510385,120233437699540385,3,3,1,BRL,0,,,,,,0,0,0,0,,0,0,active,active,active,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 3","IMAGEM  NOVA 3",18-24,male,2025-10-07,103891466123901,120237514916220385,120237839730460385,120237839730450385,50,57,1.14,BRL,0.27,3,0.09,41.76,1,0.27,1,0.27,4.73684211,1.75438596,,300,5.4,not_delivering,not_delivering,inactive,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","[ABO CONVERSÃO PPES] - TESTE ADS 03.10","03- ESTADO [ES -MG- RJ]  - 18 A 44 ANOS","IMAGEM 3 - PPES - 03.10","IMAGEM 3 - PPES - 03.10",65+,male,2025-10-07,103891466123901,120238018234700385,120238018630660385,120238018630650385,4,5,1.25,BRL,0.01,,,,,,0,0,2,0,,0,2.5,not_delivering,not_delivering,inactive,2025-10-07,2025-10-07
"CONTA DE ADS - CHEGA JUNTO","[ABO CONVERSÃO PPES] - TESTE ADS 03.10","03- ESTADO [ES -MG- RJ]  - 18 A 44 ANOS","IMAGEM 3 - PPES - 03.10","IMAGEM 3 - PPES - 03.10",18-24,male,2025-10-07,103891466123901,120238018234700385,120238018630660385,120238018630650385,85,109,1.28235294,BRL,0.91,,,,2,0.455,2,0.455,8.34862385,1.83486239,,0,10.70588235,not_delivering,not_delivering,inactive,2025-10-07,2025-10-07
